Manufacturer,Model,Engine Size (L),Fuel Type,Year of Manufacture,Mileage,Price
Mercedes-Benz,3 Series,2.892904977,Petrol,2021,180565,35709
Mercedes-Benz,Corolla,1.801493444,Petrol,2021,136825,25328
Ford,Model 3,3.090288657,Petrol,2019,145876,14013
Chevrolet,Cruze,4.911383451,Diesel,2002,137586,16191
Nissan,Fiesta,4.234214345,Diesel,2015,126105,46943
Honda,C-Class,4.05356421,Electric,2013,68309,19046
BMW,Altima,1.272487794,Electric,2000,174132,23120
Nissan,Cruze,1.19522446,Petrol,2017,175914,36051
Volkswagen,A4,2.693029479,Electric,2005,195879,39309
Volkswagen,A4,4.029935797,Petrol,2006,150307,39579
Nissan,Civic,4.295389057,Electric,2013,74349,36201
Mercedes-Benz,3 Series,4.197224683,Diesel,2022,197333,10165
Ford,A4,1.746591084,Electric,2014,24891,11382
Mercedes-Benz,Model 3,3.917261271,Petrol,2004,21270,31230
BMW,Corolla,3.033428988,Diesel,2003,147150,31669
Audi,C-Class,1.322586403,Hybrid,2022,17069,25708
Nissan,3 Series,1.24131702,Hybrid,2015,121370,26717
Honda,Corolla,1.305846403,Diesel,2008,164698,25340
Tesla,Golf,2.106345064,Electric,2000,17692,36320
Volkswagen,Cruze,1.527151966,Diesel,2019,93953,33989
Audi,Civic,3.949132264,Diesel,2009,136550,34543
Chevrolet,Cruze,3.377244549,Diesel,2009,152379,2105
Nissan,Corolla,2.051471804,Petrol,2003,145663,43141
Honda,Model 3,3.70101795,Petrol,2000,170647,15083
Audi,Model 3,1.147161813,Petrol,2010,178119,35899
Nissan,Golf,2.046254463,Hybrid,2016,91305,14058
Volkswagen,Golf,2.175316122,Diesel,2014,4557,5494
Honda,Civic,2.969031943,Electric,2019,86512,6069
Nissan,Civic,2.517045193,Hybrid,2010,166771,27154
Tesla,3 Series,1.549013228,Hybrid,2003,59075,30562
Ford,Civic,2.105197045,Petrol,2019,97905,46723
Volkswagen,Model 3,2.783736775,Electric,2012,45265,28714
Tesla,3 Series,3.086269665,Electric,2010,154074,39564
Honda,Cruze,2.284403229,Electric,2016,120645,8827
BMW,Civic,1.361156045,Petrol,2013,10379,32620
Mercedes-Benz,Altima,3.858296389,Petrol,2003,97378,21498
BMW,Golf,1.28706736,Hybrid,2003,46647,25779
Volkswagen,Golf,2.971394336,Diesel,2022,198779,47747
Ford,Fiesta,3.106692406,Hybrid,2012,187709,21434
Tesla,Cruze,4.528198908,Petrol,2019,120243,11588
Audi,C-Class,4.506141322,Hybrid,2022,171040,17560
Volkswagen,3 Series,1.505796924,Diesel,2016,157070,5749
Honda,A4,4.074037601,Electric,2014,8562,23390
Honda,Altima,3.966617873,Diesel,2010,111084,7581
BMW,Corolla,1.400480456,Petrol,2004,114111,9915
Ford,Corolla,2.324101097,Hybrid,2008,57614,42813
Honda,Golf,3.533571988,Hybrid,2001,14493,25850
Audi,Model 3,3.352380423,Electric,2000,184414,27932
BMW,Altima,4.139852487,Diesel,2014,54140,22939
Ford,Model 3,1.537712534,Hybrid,2012,190889,1476
Chevrolet,Corolla,2.942089696,Electric,2021,129088,15570
BMW,A4,3.371177557,Petrol,2013,76963,40539
Ford,C-Class,2.707986921,Petrol,2001,198506,14765
Mercedes-Benz,A4,3.781204271,Diesel,2004,160469,48531
Toyota,C-Class,4.309462213,Hybrid,2019,51635,44958
Mercedes-Benz,Fiesta,3.966685814,Electric,2013,122838,29480
Chevrolet,A4,2.52935523,Electric,2006,81896,21586
Mercedes-Benz,C-Class,3.417142899,Hybrid,2003,191291,49474
Volkswagen,A4,1.747584425,Diesel,2001,189574,23473
Volkswagen,Fiesta,4.129239208,Hybrid,2015,164653,45908
Chevrolet,A4,2.261724295,Petrol,2010,1654,41130
Tesla,Civic,3.78846132,Hybrid,2021,127155,45828
Mercedes-Benz,C-Class,1.958019098,Petrol,2010,102013,32749
BMW,Altima,4.980387494,Electric,2012,35778,19992
Toyota,A4,2.340715312,Diesel,2005,53613,38963
Mercedes-Benz,Cruze,4.28696236,Electric,2013,176804,33375
Honda,Golf,1.568310803,Hybrid,2014,137341,20404
Volkswagen,Golf,2.734068969,Diesel,2017,191032,11790
Toyota,Altima,1.73316825,Petrol,2021,93846,32640
Volkswagen,Golf,1.810855281,Hybrid,2010,185936,9517
Mercedes-Benz,3 Series,4.195804298,Electric,2018,170328,46681
Ford,C-Class,2.74506059,Hybrid,2019,129254,9384
Mercedes-Benz,Golf,1.824726808,Hybrid,2018,70389,39381
BMW,Corolla,4.924699585,Diesel,2014,161925,35360
Ford,C-Class,2.560385991,Diesel,2004,31616,8644
BMW,Cruze,3.871791361,Electric,2001,186977,41025
Mercedes-Benz,C-Class,4.487822735,Electric,2013,84122,24978
Ford,Model 3,4.718033185,Electric,2003,40184,41022
Audi,Civic,1.681808899,Hybrid,2019,174191,41554
Ford,Corolla,3.77145872,Diesel,2018,154712,14190
Nissan,Cruze,3.986722965,Hybrid,2005,82486,1650
Chevrolet,Civic,1.241572161,Hybrid,2012,94787,16503
Volkswagen,Golf,4.711744035,Electric,2010,57671,7916
Chevrolet,A4,1.334090484,Hybrid,2008,46540,1581
Mercedes-Benz,A4,4.162325692,Electric,2022,96069,29260
Ford,C-Class,4.863495452,Hybrid,2001,158108,41582
Mercedes-Benz,A4,3.609447075,Petrol,2008,92327,5631
Tesla,Corolla,1.002025749,Petrol,2008,118346,35426
Honda,Civic,1.239090284,Hybrid,2011,25402,8960
Tesla,Golf,1.472242858,Petrol,2018,127156,18074
Chevrolet,3 Series,4.975580897,Hybrid,2003,70286,45584
Nissan,C-Class,1.899661246,Electric,2006,55456,33308
Nissan,Golf,4.91930506,Electric,2020,29499,39677
Tesla,Fiesta,2.664485891,Diesel,2006,35380,24913
Chevrolet,Civic,4.77951144,Petrol,2013,139194,36929
Honda,C-Class,2.239508341,Hybrid,2005,65816,11019
Volkswagen,Altima,1.500551509,Petrol,2017,77000,8569
Audi,Fiesta,2.075797652,Electric,2017,57840,25610
Honda,Corolla,3.041142764,Hybrid,2003,186471,13964
BMW,Corolla,2.858452037,Petrol,2020,189476,15158
Volkswagen,Model 3,4.938755808,Diesel,2008,126854,6174
Honda,Corolla,3.153581065,Diesel,2013,130460,32992
Honda,3 Series,4.798767959,Electric,2020,102315,18291
Mercedes-Benz,Golf,1.282249109,Petrol,2019,111090,14396
Nissan,Corolla,4.668172533,Hybrid,2003,55909,36165
Tesla,3 Series,2.209592844,Diesel,2005,103782,27223
Nissan,3 Series,1.939409061,Petrol,2021,159516,35100
Chevrolet,3 Series,1.10294998,Hybrid,2017,114760,27167
Ford,Corolla,2.684382527,Hybrid,2015,30701,27399
Audi,A4,2.776946537,Hybrid,2011,16954,17932
Volkswagen,Golf,1.044603002,Electric,2012,198475,23561
Chevrolet,Model 3,3.999158643,Electric,2016,175440,40142
Toyota,Golf,1.640787017,Diesel,2002,31436,43486
Chevrolet,Altima,3.857168406,Electric,2006,194578,42716
Nissan,Golf,1.937476166,Diesel,2004,191560,48241
Nissan,Civic,2.619812462,Electric,2013,21474,1399
Nissan,Golf,2.387650747,Hybrid,2008,20568,36592
Toyota,Altima,1.536034355,Hybrid,2002,88399,43929
Tesla,Golf,3.506503535,Hybrid,2018,144588,14339
Audi,A4,4.046304455,Hybrid,2007,107816,20318
Volkswagen,3 Series,4.448789243,Diesel,2016,167122,15014
Ford,Model 3,2.971140118,Diesel,2005,74568,28180
Tesla,Fiesta,2.458037961,Electric,2010,44051,30642
Volkswagen,Model 3,1.556319675,Petrol,2017,45778,29049
Toyota,Civic,2.890080651,Petrol,2021,143399,35977
Nissan,Golf,2.854139846,Petrol,2011,71956,36447
Chevrolet,Altima,1.24129133,Petrol,2015,113100,6792
Mercedes-Benz,Model 3,3.65442095,Hybrid,2003,142347,33167
Honda,A4,1.913993774,Hybrid,2016,43405,22109
Mercedes-Benz,Fiesta,4.854087148,Diesel,2011,140033,11591
Nissan,Fiesta,4.741487688,Diesel,2015,109386,46719
Tesla,Altima,3.584063398,Diesel,2014,67776,47251
Audi,Cruze,3.682882902,Petrol,2001,69426,34983
Volkswagen,Altima,1.425739401,Electric,2013,162852,15156
Ford,Model 3,2.473722452,Petrol,2021,59562,37861
Mercedes-Benz,3 Series,4.247319223,Diesel,2008,88445,23246
Honda,Altima,1.515085494,Hybrid,2009,122577,10000
Chevrolet,Golf,4.424719769,Diesel,2020,33341,34152
Chevrolet,A4,3.984452493,Hybrid,2019,77859,19632
Toyota,Civic,3.484945441,Electric,2017,100950,39560
Toyota,Model 3,1.080056831,Hybrid,2006,125291,9791
Honda,Model 3,2.221225687,Hybrid,2012,62768,42991
Chevrolet,3 Series,2.217093887,Diesel,2021,115390,14890
Tesla,Cruze,1.338790219,Diesel,2013,94647,32754
Volkswagen,3 Series,4.652682133,Diesel,2013,4651,2345
Honda,Golf,2.100347782,Diesel,2009,198573,18575
Nissan,Golf,1.157747802,Diesel,2016,80851,33374
Chevrolet,Altima,1.320503476,Electric,2008,162829,24639
Tesla,3 Series,2.282275689,Petrol,2015,141510,37005
Toyota,C-Class,2.190537908,Petrol,2012,81267,13623
Toyota,3 Series,4.51321327,Petrol,2021,49838,16297
Chevrolet,Altima,2.929161275,Electric,2015,185642,36742
Chevrolet,Golf,1.504600687,Diesel,2018,41217,40449
Toyota,Golf,2.547145527,Electric,2007,52987,26945
Honda,Golf,1.37736094,Petrol,2008,16771,44993
Tesla,Model 3,1.176569994,Electric,2002,156407,8174
Tesla,3 Series,3.455387184,Diesel,2017,109878,22168
Honda,3 Series,3.105726047,Electric,2004,80046,21649
Ford,C-Class,4.291077592,Diesel,2006,7614,8252
BMW,C-Class,4.739059028,Petrol,2000,158698,45450
Honda,Golf,3.699881673,Petrol,2010,37208,40381
Volkswagen,Cruze,3.165722444,Petrol,2007,170096,44621
BMW,Altima,2.009058853,Petrol,2012,86701,15842
Nissan,3 Series,1.367912186,Hybrid,2014,67902,6308
Ford,3 Series,3.156434977,Hybrid,2005,76191,46321
Ford,Cruze,3.845943253,Electric,2005,54705,41499
Toyota,Altima,3.54847635,Petrol,2012,44918,43542
Honda,Golf,3.686129077,Petrol,2013,176135,11676
Mercedes-Benz,C-Class,3.507706363,Diesel,2021,76613,3025
BMW,Altima,4.391707275,Diesel,2012,127971,33744
Nissan,Fiesta,4.993983124,Diesel,2011,32086,12047
Honda,A4,1.94056433,Diesel,2001,21880,47833
Audi,Cruze,2.675423528,Diesel,2013,114062,33548
Mercedes-Benz,Cruze,1.795394746,Electric,2005,151104,35287
BMW,Cruze,3.073157552,Petrol,2014,60685,21490
Honda,Cruze,1.918786219,Diesel,2008,156684,46795
Honda,Cruze,4.823764367,Diesel,2004,12219,43343
Audi,Cruze,3.160655583,Hybrid,2008,3011,23247
Mercedes-Benz,Model 3,1.283290915,Hybrid,2015,153589,45032
Volkswagen,Altima,3.04821694,Hybrid,2004,39576,6746
Chevrolet,Model 3,4.187477625,Petrol,2011,14711,12931
Mercedes-Benz,Model 3,1.250037618,Hybrid,2015,163060,27475
Chevrolet,Altima,1.875464131,Electric,2006,51786,31058
Toyota,Corolla,3.227096351,Electric,2008,129796,41581
Tesla,Fiesta,4.524907674,Electric,2013,113116,30014
Ford,Altima,2.068233154,Diesel,2021,65863,9916
BMW,C-Class,2.914616329,Diesel,2007,67697,21263
Honda,Cruze,2.468872625,Hybrid,2009,82289,46300
Tesla,Fiesta,4.125954132,Petrol,2019,71847,13028
Chevrolet,C-Class,1.117141861,Hybrid,2000,70437,10199
Tesla,Civic,2.558248915,Electric,2015,80017,22068
Ford,Golf,2.941000643,Petrol,2000,46430,48507
Tesla,Golf,4.979679702,Hybrid,2018,31640,39307
Mercedes-Benz,A4,1.188187534,Petrol,2002,40956,20843
Nissan,A4,2.43360037,Hybrid,2004,176512,8282
Honda,3 Series,4.91685403,Electric,2022,75779,15280
Toyota,A4,1.618677054,Electric,2015,196442,12883
Tesla,Model 3,4.356685956,Petrol,2015,4743,41998
Toyota,Model 3,2.833185341,Electric,2015,91486,42750
Chevrolet,Civic,3.331577649,Diesel,2014,168719,9628
Ford,C-Class,4.081982973,Diesel,2005,51639,33693
Nissan,Altima,3.996333039,Petrol,2000,84772,23370
BMW,C-Class,3.714540584,Diesel,2001,28218,32203
Chevrolet,Corolla,2.445325759,Electric,2016,140636,7710
Chevrolet,A4,4.553337119,Hybrid,2010,67102,44554
Toyota,3 Series,1.964017141,Petrol,2003,52900,31608
Ford,Cruze,3.745966966,Hybrid,2007,111081,45858
Honda,Corolla,2.954034072,Petrol,2007,43907,29762
Mercedes-Benz,Model 3,3.633524997,Petrol,2019,193956,5492
Ford,Cruze,1.207411908,Petrol,2006,125528,10245
Mercedes-Benz,Altima,4.321295058,Hybrid,2020,12499,14274
Ford,Civic,4.931812783,Diesel,2006,179228,29629
Honda,Corolla,2.588052657,Petrol,2013,161523,40234
Nissan,Model 3,1.310476189,Hybrid,2019,85340,49509
Tesla,Altima,1.226174328,Diesel,2018,162513,39597
Toyota,3 Series,2.148915631,Diesel,2001,50377,23000
Honda,Golf,2.847622899,Hybrid,2020,163677,13030
Tesla,3 Series,4.93163559,Petrol,2005,135593,26242
Nissan,3 Series,4.233386029,Hybrid,2019,78419,28841
Audi,Cruze,4.349668687,Hybrid,2017,42265,28984
Chevrolet,Model 3,3.964784325,Electric,2000,94295,3198
BMW,Corolla,3.178744538,Diesel,2015,167811,2115
Audi,Civic,1.345639783,Diesel,2019,143404,19744
Ford,Altima,4.891967483,Diesel,2011,108408,2838
Volkswagen,3 Series,2.379214675,Diesel,2019,70868,38057
Volkswagen,Fiesta,1.129432173,Petrol,2011,39315,9867
BMW,3 Series,1.215629404,Hybrid,2012,9455,20016
BMW,Cruze,4.869308812,Diesel,2002,163989,34770
Volkswagen,Golf,2.978866963,Hybrid,2018,103000,44243
Tesla,C-Class,4.014630481,Electric,2012,148703,32292
Tesla,A4,1.024400103,Petrol,2000,178435,39119
BMW,C-Class,4.741830703,Hybrid,2003,108906,26403
Audi,Golf,4.412972758,Diesel,2015,41831,29253
Nissan,Civic,4.354641247,Petrol,2003,176275,26595
Honda,Golf,3.672908641,Diesel,2004,148248,18793
Mercedes-Benz,Golf,4.974779412,Electric,2020,27145,4625
Tesla,Fiesta,4.537185114,Petrol,2004,70616,42733
BMW,3 Series,1.401196171,Hybrid,2008,69665,10637
Chevrolet,Altima,1.539268713,Diesel,2016,141460,13627
Honda,Civic,4.364697643,Hybrid,2006,54455,6432
Mercedes-Benz,Altima,4.467341159,Petrol,2001,171276,18596
Tesla,Corolla,2.281032423,Hybrid,2004,165975,16609
Chevrolet,Civic,4.912780396,Electric,2021,19728,11011
Ford,3 Series,2.474608496,Hybrid,2004,148031,28546
Ford,Fiesta,4.2088972,Hybrid,2007,194248,49213
Nissan,Fiesta,2.055365243,Electric,2009,167508,30605
Volkswagen,Altima,4.105388498,Electric,2021,176997,5296
Ford,Golf,3.774359196,Hybrid,2009,44527,41737
BMW,C-Class,1.975799159,Petrol,2014,157469,40759
Volkswagen,Cruze,1.597451867,Petrol,2017,140816,20780
Mercedes-Benz,Model 3,1.30523909,Electric,2018,185464,1093
Toyota,3 Series,4.074259962,Hybrid,2014,1776,15315
Honda,3 Series,2.500929304,Diesel,2013,170962,36174
Audi,3 Series,3.834801394,Hybrid,2010,45628,2149
Volkswagen,Fiesta,4.383938036,Petrol,2006,65062,32073
Honda,C-Class,3.540351128,Diesel,2011,3130,4530
BMW,Golf,2.460631757,Diesel,2021,160557,40490
Volkswagen,C-Class,3.555765965,Electric,2019,172453,41402
Volkswagen,Corolla,4.047106334,Hybrid,2010,41853,8663
Volkswagen,3 Series,3.259364548,Petrol,2001,32950,4336
Audi,Civic,4.222067897,Electric,2008,36019,48160
Chevrolet,Altima,1.12234701,Diesel,2021,58390,31018
Mercedes-Benz,Model 3,4.389282327,Hybrid,2014,101974,27058
BMW,Golf,4.472943234,Diesel,2017,85505,46727
Mercedes-Benz,Fiesta,4.123844803,Petrol,2014,159159,25413
Chevrolet,A4,1.33701677,Electric,2004,175703,8293
Toyota,Golf,3.11160539,Hybrid,2020,90759,13197
BMW,A4,1.758518016,Hybrid,2022,2380,37304
Honda,Corolla,4.703225668,Electric,2010,42125,6856
Ford,A4,3.642236031,Hybrid,2000,177861,28654
Volkswagen,A4,3.526351473,Petrol,2015,75773,26206
Chevrolet,Corolla,1.675490041,Petrol,2003,190515,26383
Chevrolet,Golf,3.322582405,Petrol,2021,185099,15896
BMW,Golf,4.616909974,Electric,2014,115191,25228
Volkswagen,C-Class,2.055694986,Hybrid,2022,28854,13411
Mercedes-Benz,Fiesta,1.531200317,Electric,2019,140066,47033
Nissan,Corolla,2.466727744,Petrol,2004,181054,45266
Honda,Corolla,1.237835399,Hybrid,2004,28082,44120
Honda,3 Series,3.330621846,Electric,2018,119984,42652
Ford,Golf,2.184979751,Diesel,2006,151939,16051
Toyota,Fiesta,2.212463909,Hybrid,2022,131017,23541
Volkswagen,Model 3,3.159283021,Electric,2006,29883,21263
Tesla,Cruze,3.184268469,Petrol,2003,194683,2215
Chevrolet,Corolla,2.912172344,Electric,2009,112494,49505
Nissan,C-Class,3.870351961,Diesel,2008,90269,43422
Tesla,Model 3,3.523027913,Diesel,2017,29671,36307
Honda,Model 3,4.775506775,Diesel,2010,164991,44499
Mercedes-Benz,Altima,2.332207674,Hybrid,2021,76143,22008
Honda,C-Class,3.69354383,Petrol,2014,65934,21339
Audi,Fiesta,1.793309918,Electric,2007,176485,23063
Ford,Fiesta,1.290766503,Electric,2006,96190,37012
Mercedes-Benz,Civic,3.213162257,Petrol,2000,151162,10866
Honda,C-Class,3.536978068,Electric,2019,9652,18142
Tesla,C-Class,4.237809633,Hybrid,2005,105146,18548
Tesla,Altima,2.470325843,Petrol,2009,95835,1619
Nissan,Fiesta,4.815520778,Diesel,2010,113765,33102
Toyota,Golf,2.212624197,Electric,2004,60992,11808
Volkswagen,C-Class,4.382178514,Electric,2018,179504,5840
Tesla,Altima,1.054767586,Electric,2000,147416,15340
Volkswagen,Fiesta,4.851631078,Hybrid,2011,48058,16999
Toyota,C-Class,4.710519586,Hybrid,2008,148166,37372
Volkswagen,C-Class,2.623200738,Petrol,2020,83935,42000
Chevrolet,Golf,3.126342249,Electric,2015,80493,45377
BMW,C-Class,4.728700282,Hybrid,2021,186318,11767
Honda,3 Series,3.664683889,Hybrid,2009,168849,10985
Volkswagen,3 Series,4.888305537,Hybrid,2021,91794,20625
Volkswagen,Corolla,4.554054169,Petrol,2007,190554,43506
Chevrolet,Altima,3.10675185,Petrol,2019,56696,26877
Mercedes-Benz,Civic,2.202964013,Petrol,2010,69540,19925
Toyota,Fiesta,4.782809091,Hybrid,2004,11796,5530
BMW,Fiesta,3.49724241,Hybrid,2014,78321,9913
Nissan,Corolla,3.39402982,Electric,2013,90564,36775
BMW,A4,2.41863137,Hybrid,2016,10267,33699
BMW,Fiesta,4.057571915,Electric,2021,154452,36663
Mercedes-Benz,C-Class,2.711525235,Hybrid,2008,92156,1567
BMW,Cruze,4.282273056,Petrol,2018,193814,33583
BMW,Fiesta,3.2417506,Diesel,2017,99408,26629
BMW,A4,3.141892777,Electric,2007,135682,19995
Chevrolet,Cruze,4.876008216,Electric,2013,170965,39244
Audi,Cruze,2.829947266,Petrol,2022,105570,23395
Audi,Fiesta,4.239073897,Hybrid,2008,69462,14434
Volkswagen,C-Class,1.831514044,Electric,2002,50253,4610
Volkswagen,C-Class,1.669917066,Petrol,2019,133812,37718
Ford,Golf,4.461130041,Diesel,2015,79371,37680
Honda,3 Series,1.304691748,Petrol,2007,15800,13877
Toyota,Civic,2.294278149,Diesel,2012,149559,8469
Audi,A4,3.335052878,Hybrid,2001,2560,27490
Nissan,Altima,3.844117017,Hybrid,2007,60288,33458
Volkswagen,Model 3,1.000722918,Petrol,2005,26567,8221
Ford,Altima,2.92935245,Hybrid,2020,29996,7530
Chevrolet,Model 3,3.534484044,Hybrid,2008,36827,21216
BMW,Fiesta,4.037179704,Petrol,2022,146392,30737
Volkswagen,Model 3,2.489933751,Electric,2014,174171,49543
Tesla,Golf,3.98623745,Petrol,2010,78987,12785
Chevrolet,Altima,1.663378121,Hybrid,2014,78584,14108
Honda,Fiesta,4.583511378,Hybrid,2019,48444,6442
Ford,Cruze,3.278184149,Diesel,2008,67567,29601
BMW,Altima,3.551455419,Diesel,2019,24306,26734
Mercedes-Benz,Fiesta,1.4286551,Diesel,2009,179135,7642
BMW,Model 3,4.805245197,Electric,2005,193164,10071
Volkswagen,C-Class,1.40625091,Diesel,2001,35568,37272
Toyota,Fiesta,4.682102163,Diesel,2007,100324,43655
Tesla,Model 3,4.013805089,Diesel,2013,142734,1376
Chevrolet,Golf,2.224889058,Petrol,2011,119654,12864
BMW,A4,1.645025668,Hybrid,2005,71342,46741
Chevrolet,C-Class,3.074783508,Diesel,2016,188771,21547
Mercedes-Benz,Fiesta,1.731397851,Electric,2004,142307,29776
Audi,C-Class,3.376180546,Electric,2011,197850,9898
Ford,Golf,3.844403929,Hybrid,2007,13395,12058
Ford,Model 3,2.238081277,Petrol,2000,99174,31899
Chevrolet,3 Series,1.597967263,Hybrid,2019,71831,44372
Honda,Cruze,4.336134414,Diesel,2002,191201,40281
Ford,Altima,4.403176366,Electric,2006,21180,39366
Ford,Model 3,1.100866626,Electric,2014,89049,1878
Honda,Cruze,2.723105054,Petrol,2010,23333,20104
Nissan,Model 3,4.081866243,Diesel,2012,68587,25072
Toyota,Altima,4.554088139,Electric,2004,72228,35713
Volkswagen,Altima,1.397087332,Electric,2002,141591,27772
Volkswagen,Civic,1.407906637,Diesel,2015,1658,8973
Toyota,Model 3,3.346475805,Diesel,2014,181298,47932
Volkswagen,C-Class,4.768937163,Electric,2009,1693,35179
BMW,3 Series,1.438088079,Electric,2021,23521,20869
Tesla,C-Class,2.749438604,Diesel,2018,123992,6399
Toyota,Altima,3.603135157,Diesel,2017,7585,3029
Ford,A4,1.878758785,Diesel,2021,140068,22342
Chevrolet,Corolla,3.922143814,Diesel,2013,117982,36703
BMW,C-Class,2.12352899,Diesel,2020,58769,28897
Volkswagen,Corolla,3.755624579,Diesel,2003,88811,21616
Toyota,Corolla,3.056417609,Diesel,2004,92672,29327
Toyota,3 Series,1.05952526,Diesel,2012,127172,44100
Nissan,A4,3.568261581,Hybrid,2011,146767,42555
Mercedes-Benz,Golf,3.248231465,Hybrid,2005,108615,10251
Nissan,Altima,1.64024198,Petrol,2009,26641,3597
Audi,Altima,1.056554892,Petrol,2018,108308,37424
Ford,A4,2.422627586,Electric,2022,26817,18845
Ford,Golf,3.013013867,Hybrid,2022,116069,28855
Audi,3 Series,3.550237512,Petrol,2021,142382,3898
Volkswagen,A4,3.826007564,Hybrid,2016,13252,23643
Ford,Civic,3.633271691,Diesel,2003,180085,4683
BMW,Altima,3.678140034,Petrol,2017,51753,44250
Mercedes-Benz,Corolla,3.453899855,Petrol,2011,108278,31246
Audi,Altima,1.281925594,Diesel,2007,148426,42952
Tesla,A4,3.857107425,Petrol,2017,81902,38706
Ford,Altima,2.806792618,Hybrid,2001,119965,47317
Mercedes-Benz,Cruze,2.796229863,Electric,2018,83736,7050
BMW,Corolla,1.842457195,Petrol,2018,84649,31731
Tesla,Altima,1.721342205,Electric,2009,27552,39995
Tesla,A4,2.190955018,Petrol,2001,77370,7812
Chevrolet,Fiesta,3.559359726,Electric,2005,85688,36728
Nissan,Altima,4.62349408,Diesel,2022,180693,4526
Mercedes-Benz,C-Class,2.695891602,Diesel,2020,12546,33596
Chevrolet,Civic,4.397994693,Electric,2015,185291,40875
Nissan,Civic,3.105339113,Electric,2012,103103,6050
Chevrolet,Cruze,2.551601456,Hybrid,2009,14090,21323
Honda,Golf,3.072824905,Hybrid,2009,90756,1425
Mercedes-Benz,Model 3,2.129966514,Petrol,2004,104169,28343
Tesla,C-Class,4.282474464,Diesel,2003,45759,1250
Audi,Cruze,1.584499006,Hybrid,2018,1408,28158
Nissan,Golf,3.337494365,Diesel,2005,73592,36302
Toyota,Fiesta,2.812409152,Petrol,2008,97643,23693
Ford,Model 3,1.693299833,Electric,2015,127929,9576
Mercedes-Benz,Cruze,1.723690822,Hybrid,2020,72333,27992
Tesla,Cruze,4.483038947,Petrol,2017,197003,42189
Volkswagen,Model 3,2.711098205,Diesel,2007,106613,10207
BMW,Civic,1.249300083,Petrol,2019,3623,20153
